subjid	cond	time	pair	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128
13	dt	eval	4	0.17572	0.25093	0.20643	0.29324	0.41752	0.40592	0.48511	0.62636	0.51448	0.48953	0.4644	0.32141	0.46492	0.47764	0.52289	0.52456	0.51212	0.48723	0.40195	0.48209	0.52738	0.51432	0.46062	0.35914	0.2535	0.24776	0.25454	0.28166	0.3176	0.34163	0.34516	0.39558	0.21491	0.12409	0.1263	0.11827	0.11123	0.045697	0.10225	0.17251	0.15413	0.29636	0.2896	0.05765	0.079235	0.21263	0.19265	0.12799	0.091629	0.041057	0.22633	0.16149	0.21217	0.21685	0.23145	0.23783	0.1738	0.2006	0.090477	0.075297	0.25185	0.22367	0.15175	0.17952	0.15709	0.22442	0.23755	0.21174	0.24304	0.1503	0.052081	0.018216	0.03372	0.073216	0.30655	0.22086	0.21653	0.2421	0.16542	0.040108	0.15087	0.20719	0.20204	0.26362	0.29835	0.25939	0.19899	0.2775	0.29153	0.31709	0.10813	0.25994	0.32726	0.019802	0.28186	0.4576	0.15574	0.29893	0.27353	0.43597	0.40703	0.073346	0.03236	0.17725	0.12388	0.50958	0.48923	0.378	0.2988	0.42284	0.1459	0.22776	0.34962	0.47513	0.64542	0.56808	0.29805	0.18665	0.18632	0.36207	0.22275	0.28272	0.435	0.38105	0.6324	0.67046	0.54799	0.61467
14	dt	eval	4	0.076455	0.077888	0.033081	0.0057143	0.00058294	0.051379	0.072349	0.016054	0.012701	0.043072	0.022324	0.075174	0.029276	0.01563	0.027547	0.042758	0.041014	0.089476	0.013929	0.00053163	0.0050308	0.001929	0.063006	0.11055	0.057748	0.00026924	0.024513	0.0017579	0.00027781	0.0054076	0.088916	0.013624	0.17744	0.09559	0.11834	0.082689	0.011372	0.048199	0.040471	0.009713	0.0024003	0.20509	0.12321	0.024569	0.12683	0.13568	0.11087	0.10605	0.0078233	0.05188	0.11226	0.16606	0.11784	0.045411	0.0019922	0.013421	0.083742	0.11162	0.012475	0.0096298	0.084738	0.0085902	0.056156	0.22956	0.19805	0.3208	0.10273	0.068993	0.0064749	0.01505	0.025232	1.89E-07	0.0031795	0.014771	0.33216	0.17053	0.15672	0.0032704	0.033547	0.0063919	0.031114	0.00019799	0.027052	0.10861	0.11424	0.30207	0.18659	0.17039	0.16906	0.13726	0.0039093	0.0047136	0.013694	0.0014403	0.0028993	0.017607	0.20286	0.18882	0.10299	0.021077	0.062897	0.0090645	0.081064	0.0089486	0.044144	0.019482	0.02596	0.0055622	0.095219	0.087419	0.04753	0.022167	0.011184	0.0049155	0.05338	0.0002836	0.0051766	0.014335	0.0040646	0.052388	0.066698	0.048096	0.11077	0.027999	0.12323	0.13615	0.09068	0.063427
15	dt	eval	4	0.31835	0.34384	0.43193	0.50218	0.38406	0.11973	0.047376	0.07926	0.098681	0.18875	0.0068777	0.00063636	0.0064972	0.013836	0.027234	0.075415	0.092885	0.20067	0.42753	0.46121	0.2677	0.1213	0.033886	0.052248	0.052924	0.04836	0.066568	0.13708	0.26526	0.032266	0.11318	0.25543	0.33277	0.24257	0.11775	0.12296	0.097972	0.12963	0.11491	0.17595	0.093004	0.14597	0.075772	0.01442	0.098581	0.042006	0.0013238	0.0055284	0.080229	0.090982	0.0035286	0.22431	0.11883	0.014957	0.02937	0.0049843	3.13E-05	8.27E-05	0.11448	0.084825	0.04437	0.044313	0.01357	0.022014	0.37008	0.31169	0.035293	0.037895	0.001326	0.017162	0.036907	0.013149	0.041027	0.0012811	0.054411	0.0024754	0.018586	0.10529	0.00049403	0.050746	0.0071751	0.026836	0.0086278	0.027947	0.0066754	0.1064	0.17344	0.1346	0.12888	0.13766	0.04991	0.091132	0.073881	0.040218	0.046898	0.0088732	0.22353	0.30692	0.1648	0.028094	0.056661	0.11634	0.042684	0.088224	0.068524	0.034769	0.010783	0.13952	0.19205	0.1813	0.24275	0.32128	0.26951	0.20377	0.092407	0.18391	0.099578	0.10197	0.10743	0.071496	0.054823	0.039012	0.046693	0.10397	0.022779	0.046448	0.090604	0.1019
16	dt	eval	4	0.0085455	0.011107	0.030348	0.016863	0.014909	0.003337	0.0028393	0.0010319	9.73E-05	0.0018294	0.057294	0.093218	0.20977	0.11841	0.071248	0.010132	0.026144	0.02467	0.05061	0.051991	0.084067	0.073983	0.25763	0.25949	0.27654	0.32198	0.27222	0.27897	0.18818	0.096381	0.12724	0.1151	0.0043524	0.12714	0.18182	0.1416	0.13947	0.13598	0.20813	0.4602	0.33993	0.22861	0.10407	0.07797	0.059712	0.035805	0.0089034	0.047875	0.075097	0.09219	0.089722	0.014796	0.023626	0.018435	0.016182	0.0060557	0.054079	0.00087198	0.00036935	0.027405	0.011638	0.0038005	0.0028772	0.00095331	0.11523	3.76E-05	0.011905	0.038182	0.010316	0.00067274	0.00019782	0.054243	0.073913	0.14485	0.00059382	0.23326	0.47998	0.4561	0.46527	0.42993	0.44832	0.47241	0.47158	0.54421	0.4375	0.55468	0.1773	0.14335	0.13246	0.13827	0.18809	0.17283	0.15531	0.054531	0.033835	0.0075491	0.016058	0.0522	0.002359	0.0015525	0.026077	0.025474	0.027823	0.0068379	0.026199	0.015969	0.00065855	0.015265	0.031204	0.016528	0.04815	0.0046852	0.00388	0.011401	9.05E-05	0.0056227	0.0075634	0.020974	0.0093887	0.0096099	0.0024849	0.026213	0.0010683	0.012025	0.0053092	0.0084092	0.16039	0.084579
17	dt	eval	4	0.025344	0.0093143	0.037506	0.0075219	0.031537	1.09E-05	0.0094766	0.10157	0.095246	0.051387	0.010219	0.0019343	0.032504	0.077999	0.17606	0.15912	0.043006	0.059242	0.026848	0.027983	0.024746	0.023637	0.057468	0.048714	0.0098866	0.040056	0.036394	0.018714	0.023043	0.060766	0.08077	0.2027	8.32E-06	0.033636	0.0012011	0.0059872	0.010772	0.0075081	0.0035876	0.0050199	0.005293	0.0010681	0.0075501	0.0047599	0.00014323	0.0054014	0.0030272	0.016262	0.0042849	0.0029672	0.016939	0.009322	0.033198	0.01771	0.0071349	0.0060286	0.0095172	0.00074096	0.16734	0.1992	0.022411	0.0039771	7.24E-06	0.00022039	0.019243	0.0011273	0.028062	9.11E-05	0.14737	0.036551	0.063618	0.011778	0.022563	0.10504	0.030309	0.032603	0.046589	0.044075	0.0014594	0.013947	0.0057323	0.0074072	0.014258	0.15394	0.15533	0.019872	0.045205	0.11031	0.17233	0.22003	0.24867	0.1624	0.18342	0.21184	0.20751	0.19142	0.0067593	0.040415	0.15032	0.11836	0.074233	0.0045171	0.0032662	2.12E-06	0.043619	0.038063	0.015277	0.021494	0.062736	0.010987	0.069545	0.013473	0.00060074	0.00055412	0.0076302	0.0034037	0.0059079	0.0028231	3.68E-05	0.0001154	0.00069778	0.0020175	0.00072056	0.0022678	0.015944	0.010839	0.012431	0.0050723
18	dt	eval	4	0.30427	0.28805	0.12799	0.099925	0.14955	0.095029	0.095046	0.11455	0.067828	0.05931	0.1347	0.074612	0.0078392	0.13713	0.10639	0.14011	0.034796	0.15727	0.07173	0.20606	0.18485	0.1412	0.12647	0.090821	0.088185	0.02089	0.02117	0.057522	0.04234	0.061873	0.063572	0.11659	0.28258	0.16263	0.07122	0.07488	0.089024	0.25041	0.24886	0.14889	0.095727	0.43435	0.15668	0.17218	0.13832	0.0589	0.014175	0.095363	0.061675	0.031976	0.068774	0.20125	0.12833	0.054553	0.018243	0.074086	0.18023	0.10175	0.13882	0.16026	0.16003	0.062131	0.15092	0.21362	0.23552	0.38174	0.2586	0.1963	0.14478	0.07282	8.49E-05	0.005319	0.024148	0.044504	0.33803	0.1654	0.046176	0.014018	0.18374	0.059241	0.036429	0.021411	0.062664	0.078943	0.12553	0.3127	0.21774	0.48656	0.065226	0.05366	0.30027	0.011135	0.054859	0.040537	0.029323	0.069536	0.35767	0.30944	0.27674	0.18059	0.11162	0.067431	0.05805	0.0068688	0.012561	0.0091749	0.024131	0.017171	0.1041	0.023206	0.13873	0.15238	0.038102	0.00010821	0.0089823	0.045612	0.03928	0.017096	0.028922	0.0012069	0.058707	0.11703	0.049139	0.031413	0.040197	0.016201	0.029997	0.14336
19	dt	eval	4	0.00017096	0.0017407	0.021135	0.11641	0.22101	0.14224	0.13382	0.080383	0.083475	0.027284	0.022445	0.034715	0.0011737	0.0021412	0.013048	0.05662	0.27176	0.23847	0.12803	0.098326	0.035707	6.27E-05	0.00026917	0.064429	0.00074754	0.41138	0.42402	0.23675	0.089715	0.0086532	0.0019011	0.00081512	0.033822	0.040908	0.063528	0.078742	0.11361	0.30849	0.43384	0.49957	0.54313	0.23418	0.079031	0.10623	0.10128	0.16815	0.12247	0.11149	0.097048	0.089474	0.075206	0.087955	0.10281	0.13524	0.23776	0.31544	0.38409	0.13952	0.32819	0.40975	0.10725	0.06216	0.078022	0.062094	0.0029456	0.020119	0.070585	0.0085499	0.038137	0.30133	0.23085	0.052323	0.12996	0.00038616	0.0066261	0.0053473	0.00064916	0.0092655	0.19383	0.11286	0.064484	0.00014488	0.016923	0.010647	0.036949	0.015336	5.86E-05	0.0007567	0.017553	0.014557	0.015004	0.2417	0.10643	0.025765	0.20273	0.029926	0.0123	0.004777	0.0044292	0.041782	0.10866	0.15338	0.094862	0.043854	0.042658	0.068769	0.00075648	0.0001065	0.00010389	0.00016598	0.0034927	0.054127	0.025496	0.0028071	0.017137	0.078469	0.081592	0.088595	0.17275	0.066019	0.029332	0.0010349	0.0014789	0.00034915	0.025915	0.037196	0.077607	0.0020909
20	dt	eval	4	0.25717	0.54482	0.50368	0.074936	0.01151	0.050658	0.00073789	0.025334	0.12812	0.02622	0.026553	0.0033182	2.63E-05	0.00075327	0.025478	0.093248	0.1028	0.056558	0.025311	0.13559	0.32669	0.16415	0.11462	0.02355	0.0088981	0.049194	0.071552	0.096827	0.16982	0.2097	0.1951	0.20852	0.12314	0.44708	0.033493	0.0023633	1.25E-05	0.057663	0.0011843	0.0042242	0.00022943	0.00031277	3.59E-05	0.015691	0.00062509	0.10142	0.15973	4.49E-05	0.00059063	0.041854	0.16891	0.15697	0.018407	0.06201	0.010695	0.25283	0.43804	0.15962	0.13318	0.20119	0.17815	0.26144	0.0032231	0.0072232	0.15286	0.13026	0.18894	0.15917	0.096168	0.038498	0.001262	0.0068197	0.072546	0.13834	0.077699	0.14778	0.22101	0.060219	0.047082	0.032283	0.0027728	4.68E-05	0.031625	0.035891	0.08813	0.01478	0.051813	0.017397	0.00056136	0.00050356	0.0073144	0.023737	0.059655	0.13563	0.084295	0.085079	0.14593	0.15043	0.14486	0.11243	0.045566	0.0037006	0.0066535	0.032013	0.0016556	0.0056364	0.044453	0.028274	0.067627	0.26604	0.2128	0.40665	0.063506	0.039856	0.01996	0.00022339	0.0073542	0.21788	0.066159	0.071031	0.080695	0.047194	0.0061105	0.024617	0.049436	0.056273	0.061159	0.1028
21	dt	eval	4	0.067537	0.051162	0.037813	0.0017729	0.047735	0.027094	0.080738	0.1446	0.16607	0.16966	0.1227	0.14325	0.010409	0.004045	0.09133	0.10198	0.093349	0.091058	0.011494	0.047776	0.052639	0.036821	0.00028784	0.0030132	0.036541	0.075407	0.065112	0.042792	0.0038752	0.00013304	0.010243	0.0047251	0.048397	0.0079333	0.03471	0.1126	0.037461	0.046325	0.058489	0.024719	0.020106	0.0022579	0.037925	0.11867	0.11537	0.17462	0.21884	0.20136	0.16199	0.16908	0.035225	0.067993	0.22008	0.084261	0.31686	0.090854	0.16163	0.14528	0.12508	0.00049539	0.0028435	0.001392	0.0065401	0.003844	0.00037588	0.0012997	0.00094239	0.0594	0.069821	0.030092	0.10295	0.040553	0.1879	0.068216	0.034118	0.050147	0.02781	0.31515	0.11856	0.039203	0.083551	0.10002	0.10937	0.050488	0.052975	0.0033204	0.0061561	0.00066289	8.14E-05	0.0017822	0.0030361	1.72E-07	0.022269	0.086371	0.075606	0.0021347	0.0047762	0.013998	0.0049141	0.11268	0.064436	0.025144	0.080522	0.037099	0.0017657	0.099785	0.22008	0.34151	0.23107	0.10222	0.014488	0.019646	0.0649	0.30237	0.4176	0.30458	0.18204	0.05072	0.040508	0.014239	0.058161	0.011459	0.015259	0.055851	0.067694	0.11252	0.21743	0.068831
22	dt	eval	4	0.0043449	0.00043856	0.098791	0.13877	0.28222	0.41786	0.35775	0.14255	0.0045091	0.019649	0.10693	0.091816	0.01822	0.034198	0.037251	0.0055009	0.10818	0.20202	0.076641	0.056726	0.012795	0.0043213	2.24E-05	0.01166	0.002179	0.029997	0.027471	0.033376	0.020955	0.051584	0.013861	0.0017282	0.088255	0.05805	0.05524	0.073617	0.066408	0.030499	0.043364	0.058656	0.033963	0.0061621	0.017981	0.020857	0.046232	0.0334	0.0059991	0.0054145	0.13509	0.11813	0.12094	0.15912	0.15138	0.17688	0.067728	4.51E-09	0.035939	0.05206	0.085866	0.0064951	0.0048646	0.016321	0.10793	0.094994	0.037294	0.056022	0.0020228	0.027219	0.0090455	0.0062105	0.019402	0.028307	0.047876	0.028039	0.020438	0.10092	0.11376	0.047749	0.054331	0.07834	0.10717	0.12804	0.14262	0.14836	0.041544	0.022068	0.14472	0.094495	0.030158	0.036668	0.044497	0.1504	0.14388	0.073878	0.050071	0.091295	0.0068134	0.013988	0.0018129	2.55E-05	0.017059	0.056889	0.0083813	0.0086539	2.73E-05	0.01219	0.13485	0.32319	0.043899	0.4199	0.20742	0.37226	0.49824	0.51299	0.48637	0.42948	0.23186	0.020356	0.041564	0.049865	0.038995	0.262	0.4	0.49309	0.25408	0.044986	0.038709	0.095914
